nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm,preu_cost_before
Mousse de móres,informal,tebi,baixa,petita,postres,fresc_fruita_gelat,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['móres', 'sucre', 'aigua', 'midó']","['móres', 'sucre', 'aigua', 'midó']",4.0
Mousse de tiramisú,formal,fred,mitjana,mitjana,postres,xoco_intens,Itàlia,10.05,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mascarpone', 'sucre', 'cafè', 'ou', 'nata', 'cacao']","['mascarpone', 'sucre', 'cafè', 'ou', 'nata', 'cacao']",5.5
Mousse de xocolata,formal,fred,mitjana,mitjana,postres,xoco_intens,França,11.35,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'ou', 'nata', 'sucre', 'aigua']","['xocolata', 'ou', 'nata', 'sucre', 'aigua']",5.5
Mousse de xocolata amb tofu,informal,fred,baixa,mitjana,postres,xoco_intens,Japó,7.56,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'tofu']","['xocolata', 'tofu']",5.0
Mousse de xocolata vegana,informal,fred,baixa,petita,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['alvocat', 'cacau', ""xarop d'atzavara""]","['alvocat', 'cacau', ""xarop d'atzavara""]",4.5
Muffins anglesos,formal,tebi,mitjana,petita,postres,pastisseria,Regne Unit,6.66,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'sal', 'margarina', 'aigua', 'llevat', 'farina', 'mànec de blat']","['llet', 'sucre', 'sal', 'margarina', 'aigua', 'llevat', 'farina', 'mànec de blat']",4.5
Muffins de llavors de rosella i llimona,informal,tebi,mitjana,petita,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'oli', 'iogurt', 'ou', 'farina', 'sucre', 'rosella', 'llimona', 'llevat químic', 'bicarbonat', 'sal', 'sucre llustre']","['llet', 'oli', 'iogurt', 'ou', 'farina', 'sucre', 'rosella', 'llimona', 'llevat químic', 'bicarbonat', 'sal', 'sucre llustre']",3.5
Nyoquis amb crema de maduixa gratinada,formal,tebi,alta,petita,postres,lacti_suau,Itàlia,9.95,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'oli', 'aigua', 'maduixes', 'mantega', 'sucre', 'llimona', 'vainilla', 'nata', 'formatge fresc']","['farina', 'oli', 'aigua', 'maduixes', 'mantega', 'sucre', 'llimona', 'vainilla', 'nata', 'formatge fresc']",5.5
Núvols dolços casolans,informal,tebi,alta,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre llustre', 'gelatina', 'aigua', 'sucre', 'corn syrup', ""clara d'ou"", 'vainilla']","['sucre llustre', 'gelatina', 'aigua', 'sucre', 'corn syrup', ""clara d'ou"", 'vainilla']",4.0
Pancake Henry Thiele,informal,fred,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sal', 'sucre', 'farina', 'ou', 'mantega']","['llet', 'sal', 'sucre', 'farina', 'ou', 'mantega']",4.5
Pancake somali (Canjeero),informal,tebi,mitjana,mitjana,postres,pastisseria,Somàlia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'sucre', 'aigua', 'sal']","['farina', 'llevat', 'sucre', 'aigua', 'sal']",4.0
Pancakes amb mel,informal,fred,mitjana,mitjana,postres,pastisseria,Europa occidental,7.18,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'ou', 'mantega', 'mel', 'llavors de sèsam']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'ou', 'mantega', 'mel', 'llavors de sèsam']",5.5
Pancakes amb xips de xocolata,formal,fred,mitjana,mitjana,postres,xoco_intens,Estats Units,9.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['vainilla', 'mantega', 'llet', 'farina', 'sucre', 'llevat químic', 'sal', 'ou', 'xips de xocolata']","['vainilla', 'mantega', 'llet', 'farina', 'sucre', 'llevat químic', 'sal', 'ou', 'xips de xocolata']",5.0
Pancakes australians (Pikelet),informal,tebi,mitjana,petita,postres,pastisseria,Austràlia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'llet', 'sal', 'aigua']","['farina', 'llevat', 'llet', 'sal', 'aigua']",4.5
Pancakes de blat de moro,informal,fred,mitjana,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'blat de moro', 'llet', 'ou', 'mantega', 'vainilla']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'blat de moro', 'llet', 'ou', 'mantega', 'vainilla']",4.0
Pancakes de gingebre,informal,fred,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'oli']",4.5
Pancakes de llavors de rosella i llimona,informal,fred,mitjana,mitjana,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'llimona', 'rosella', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'llimona', 'rosella', 'llet', 'ou', 'mantega', 'vainilla', 'oli']",3.5
Pancakes de nabius,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'nou moscada', 'vainilla', 'llet fermentat', 'ou', 'mantega', 'nabius']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'nou moscada', 'vainilla', 'llet fermentat', 'ou', 'mantega', 'nabius']",4.5
Pancakes de pa de gingebre,formal,fred,mitjana,mitjana,postres,pastisseria,Estats Units,7.76,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'llevat químic', 'bicarbonat', 'canyella', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'melassa', 'oli']","['farina', 'sal', 'llevat químic', 'bicarbonat', 'canyella', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'melassa', 'oli']",5.0
Pancakes de plàtan i nou moscada,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,7.06,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'nou moscada', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'plàtan']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'nou moscada', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'plàtan']",5.0
Pancakes de taronja i cardamom,informal,fred,mitjana,mitjana,postres,pastisseria,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'pell de taronja', 'cardamom', 'buttermilk', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'pell de taronja', 'cardamom', 'buttermilk', 'llet', 'ou', 'mantega', 'vainilla', 'oli']",5.0
Pancakes integrals,informal,tebi,baixa,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli']","['farina integral', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli']",4.5
Pancakes integrals vegans,informal,tebi,baixa,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'llevat químic', 'sucre morè', 'canyella', 'llet vegetal', 'oli']","['farina integral', 'llevat químic', 'sucre morè', 'canyella', 'llet vegetal', 'oli']",4.5
Pancakes lleugers i esponjosos,informal,fred,baixa,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'llevat de sodi', 'llet fermentada', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'llevat de sodi', 'llet fermentada', 'llet', 'ou', 'mantega', 'vainilla', 'oli']",4.5
Pancakes noruecs de iogurt (Svelekake),informal,calent,mitjana,mitjana,postres,pastisseria,Noruega,7.26,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'kefir', 'llevat químic', 'llevat de sodi', 'vainilla']","['ou', 'sucre', 'farina', 'kefir', 'llevat químic', 'llevat de sodi', 'vainilla']",5.0
Pancakes vegans,informal,fred,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sucre', 'sal', 'llet vegetal', 'oli']","['farina', 'llevat químic', 'sucre', 'sal', 'llet vegetal', 'oli']",5.0
Panna cotta amb salsa de fruits vermells,informal,tebi,alta,mitjana,postres,lacti_suau,Itàlia,10.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'aigua', 'nata', 'sucre', 'llet', 'fruits vermells']","['gelatina', 'aigua', 'nata', 'sucre', 'llet', 'fruits vermells']",7.0
Panna cotta de nabius i avellana,formal,fred,mitjana,petita,postres,lacti_suau,Itàlia,8.14,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'gelatina', 'vainilla', 'licor', 'avellanes']","['llet', 'sucre', 'gelatina', 'vainilla', 'licor', 'avellanes']",5.5
Panqueques al forn,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['hivern', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet', 'oli', 'vainilla', 'vinagre']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet', 'oli', 'vainilla', 'vinagre']",5.0
Panqueques al forn vegans,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['hivern', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet de soja', 'oli', 'vainilla', 'vinagre']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet de soja', 'oli', 'vainilla', 'vinagre']",5.0
Pasta de full alemanya,informal,fred,alta,mitjana,postres,pastisseria,Alemanya,6.71,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'aigua', 'mantega']","['farina', 'aigua', 'mantega']",4.5
Pasta de full amb nous i nata,formal,calent,alta,mitjana,postres,pastisseria,Egipte,7.77,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'nous', 'festucs', 'avellanes', 'galeta', 'coco', 'sucre', 'llet', 'nata']","['pasta de full', 'nous', 'festucs', 'avellanes', 'galeta', 'coco', 'sucre', 'llet', 'nata']",5.5
Pasta de full clàssica,informal,fred,alta,gran,postres,pastisseria,França,8.34,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'aigua', 'mantega']","['farina', 'sal', 'aigua', 'mantega']",5.5
Pastisset de coco australià (Lamington),informal,tebi,baixa,petita,postres,pastisseria,Austràlia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa de pessic', 'xocolata', 'coco']","['pa de pessic', 'xocolata', 'coco']",3.5
Pastissets carelians (Karjalanpiirakat),formal,tebi,alta,mitjana,postres,pastisseria,Finlàndia,10.78,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'llet', 'sal', 'aigua', 'farina de sègol', 'farina de blat', 'mantega', 'ou', 'formatge fresc']","['arròs', 'llet', 'sal', 'aigua', 'farina de sègol', 'farina de blat', 'mantega', 'ou', 'formatge fresc']",6.0
Pastissets de crema de llimona,informal,tebi,alta,petita,postres,pastisseria,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'nata', 'farina', 'ou', 'sucre', 'llimona', 'sucre llustre']","['pasta de full', 'nata', 'farina', 'ou', 'sucre', 'llimona', 'sucre llustre']",4.0
Pastissets de pinya,formal,tebi,alta,petita,postres,pastisseria,Amèrica Llatina,8.33,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['pasta de full', 'sucre', 'aigua', 'pinya', 'sal', 'pebre']","['pasta de full', 'sucre', 'aigua', 'pinya', 'sal', 'pebre']",4.5
Pastissets de poma fregits,formal,tebi,alta,mitjana,postres,pastisseria,Estats Units,9.39,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['poma', 'sucre', 'suc de poma', 'canyella', 'nou moscada', 'farina', 'llevat químic', 'sal', 'greix', 'llet', 'ou', 'oli', 'sucre llustre']","['poma', 'sucre', 'suc de poma', 'canyella', 'nou moscada', 'farina', 'llevat químic', 'sal', 'greix', 'llet', 'ou', 'oli', 'sucre llustre']",5.5
Pastissets d'arròs i coco (Rice Modak),informal,tebi,alta,petita,postres,pastisseria,Índia,6.77,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[""farina d'arròs"", 'aigua', 'mantega', 'sal', 'coco', 'jaggery', 'panses', 'anacards', 'cardamom', 'ghee']","[""farina d'arròs"", 'aigua', 'mantega', 'sal', 'coco', 'jaggery', 'panses', 'anacards', 'cardamom', 'ghee']",4.5
Pastissets farcits de melmelada,informal,calent,mitjana,mitjana,postres,pastisseria,Europa central,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'mantega', 'formatge fresc', 'ou', 'melmelada']","['farina', 'llevat químic', 'mantega', 'formatge fresc', 'ou', 'melmelada']",5.0
Pastís arc de Sant Martí,formal,tebi,alta,gran,postres,pastisseria,Estats Units,10.7,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'sucre llustre', 'llet', 'sprinkles']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'sucre llustre', 'llet', 'sprinkles']",6.0
Pastís Banoffee,formal,tebi,alta,gran,postres,pastisseria,Regne Unit,9.71,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'mantega', 'llet condensada', 'sucre', 'nata', 'plàtan']","['galetes', 'mantega', 'llet condensada', 'sucre', 'nata', 'plàtan']",7.0
Pastís boig,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'cacau en pols', 'bicarbonat sòdic', 'sal', 'aigua', 'oli vegetal', 'vinagre', 'vainilla']","['farina', 'sucre', 'cacau en pols', 'bicarbonat sòdic', 'sal', 'aigua', 'oli vegetal', 'vinagre', 'vainilla']",4.5
Pastís capa de pa de sègol,informal,tebi,alta,gran,postres,pastisseria,Europa central,7.45,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa de sègol', 'ou', 'sucre', 'cacau', 'midó', 'llevat', 'mantega', 'nata']","['pa de sègol', 'ou', 'sucre', 'cacau', 'midó', 'llevat', 'mantega', 'nata']",6.0
Pastís cruixent de plàtan i nata,informal,fred,baixa,gran,postres,lacti_suau,Estats Units,6.94,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['púding de plàtan', 'llet', 'licor', 'nata', 'plàtan', 'galeta', 'xocolata']","['púding de plàtan', 'llet', 'licor', 'nata', 'plàtan', 'galeta', 'xocolata']",5.0
Pastís de cacauet,informal,fred,alta,mitjana,postres,xoco_intens,Estats Units,10.59,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'mantega de cacauet', 'sucre', 'nata muntada', 'base de galeta de xocolata', 'xocolata calenta']","['formatge crema', 'mantega de cacauet', 'sucre', 'nata muntada', 'base de galeta de xocolata', 'xocolata calenta']",6.0
Pastís de cafè,formal,tebi,alta,mitjana,postres,pastisseria,Europa occidental,9.68,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'formatge crema', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'llet', 'xocolata', 'groselles', 'nous', 'canyella']","['mantega', 'formatge crema', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'llet', 'xocolata', 'groselles', 'nous', 'canyella']",5.5
Pastís de cafè amb caramel,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'oli', 'vainilla', 'farina', 'sal', 'llevat', 'mantega', 'llet', 'sucre morè']","['ou', 'sucre', 'oli', 'vainilla', 'farina', 'sal', 'llevat', 'mantega', 'llet', 'sucre morè']",5.0
Pastís de cafè amb xips de xocolata,informal,calent,mitjana,mitjana,postres,xoco_intens,Estats Units,7.52,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['premezcla', 'xips de xocolata', 'sucre', 'nata', 'vainilla', 'aigua', 'canyella', 'nous']","['premezcla', 'xips de xocolata', 'sucre', 'nata', 'vainilla', 'aigua', 'canyella', 'nous']",5.5
Pastís de cola,informal,tebi,alta,gran,postres,xoco_intens,Estats Units,7.83,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'cola', 'margarina', 'cacau', 'ou', 'llet', 'bicarbonat', 'vainilla', 'nubes', 'nous']","['farina', 'sucre', 'cola', 'margarina', 'cacau', 'ou', 'llet', 'bicarbonat', 'vainilla', 'nubes', 'nous']",5.5
Pastís de crema,informal,calent,baixa,mitjana,postres,lacti_suau,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'farina', 'llevat químic', 'mantega', 'ou', 'sucre', 'coco']","['llet', 'farina', 'llevat químic', 'mantega', 'ou', 'sucre', 'coco']",5.0
Pastís de crema de nabius,informal,tebi,mitjana,mitjana,postres,lacti_suau,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata agra', 'farina', 'sucre', 'vainilla', 'ou', 'nabius', 'massa de pastís', 'mantega', 'nous']","['nata agra', 'farina', 'sucre', 'vainilla', 'ou', 'nabius', 'massa de pastís', 'mantega', 'nous']",5.0
Pastís de crema de plàtan,formal,tebi,alta,gran,postres,lacti_suau,Estats Units,8.46,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['massa de pastís', 'sucre', 'farina', 'sal', 'llet', 'ou', 'mantega', 'vainilla', 'plàtan', 'llimona', 'nata']","['massa de pastís', 'sucre', 'farina', 'sal', 'llet', 'ou', 'mantega', 'vainilla', 'plàtan', 'llimona', 'nata']",6.5
Pastís de formatge amb xocolata,formal,tebi,alta,gran,postres,xoco_intens,Estats Units,14.25,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'galetes', 'formatge fresc', 'sucre morè', 'ou', 'xocolata', 'nata']","['mantega', 'galetes', 'formatge fresc', 'sucre morè', 'ou', 'xocolata', 'nata']",6.5
Pastís de formatge amb xocolata blanca,formal,tebi,mitjana,mitjana,postres,xoco_intens,França,11.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galeta de mantega', 'ametlles', 'sucre', ""essència d'ametlla"", 'mantega', 'xocolata blanca', 'formatge fresc', 'ous', 'farina', 'vainilla']","['galeta de mantega', 'ametlles', 'sucre', ""essència d'ametlla"", 'mantega', 'xocolata blanca', 'formatge fresc', 'ous', 'farina', 'vainilla']",6.5
Pastís de formatge crème brûlée,formal,tebi,alta,gran,postres,lacti_suau,França,10.88,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'mantega', 'sucre', 'formatge crema', 'nata agra', 'sucre', 'ou', 'nata', 'taronja']","['galetes', 'mantega', 'sucre', 'formatge crema', 'nata agra', 'sucre', 'ou', 'nata', 'taronja']",6.5
Pastís de formatge doble xocolata,formal,tebi,alta,gran,postres,xoco_intens,Estats Units,13.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes de xocolata', 'formatge fresc', 'sucre', 'xocolata', 'farina', 'vainilla', 'ou', 'llet']","['galetes de xocolata', 'formatge fresc', 'sucre', 'xocolata', 'farina', 'vainilla', 'ou', 'llet']",6.5
Pastís de formatge estil Nova York,formal,tebi,alta,gran,postres,lacti_suau,Estats Units,10.83,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'sucre', 'mantega', 'formatge', 'llevat químic', 'farina', 'pell de cítric', 'vainilla', 'ou', 'nata']","['galetes', 'sucre', 'mantega', 'formatge', 'llevat químic', 'farina', 'pell de cítric', 'vainilla', 'ou', 'nata']",7.5
