nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients
Postres surinameses de mandioca i coco (Bojo),mitjana,mitjana,calent,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cassava', 'coco', 'ou', 'canyella', 'ametlla', 'vainilla', 'sucre', 'mantega', 'pa', 'raïm sec']"
Pastís de pollastre surinamès (Pastei),alta,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['mantega', 'farina', 'aigua', 'llevat químic', 'sal', 'porc', 'ceba', 'xili', 'llorer', 'espècies', 'tomàquet', 'pebrots', 'ou']"
Arròs per a sushi,alta,alta,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs japonès', 'aigua', 'alga', 'sake', 'vinagre']"
Pancakes noruecs de iogurt (Svelekake),mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'kefir', 'llevat químic', 'llevat de sodi', 'vainilla']"
Sopa de col sueca (Kålsoppa),mitjana,mitjana,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'ceba', 'brou de porc', 'sal', 'pebre blanc', 'espècies']"
Mandonguilles sueques I,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'pa ratllat', 'vedella', 'porc', 'ou', 'ceba', 'sal', 'pebre', 'mantega']"
Mandonguilles sueques II,alta,alta,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'vedella de vedell', 'porc', 'pa ratllat', 'llet', 'ceba', 'mantega', 'nata', 'julivert', 'sal', 'gingebre', 'pebre']"
Porc agredolç xinès,alta,alta,fred,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'vi de xina', 'soia', 'midó', 'ketchup', 'vinagre', 'worcestershire', 'pebre', 'sucre', 'ou', 'oli', 'all', 'gingebre', 'cilantro']"
Cassola de peix agredolç,alta,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'tomàquet concentrat', 'sucre', 'cúrcuma', 'oli', 'ceba', 'pebrot', 'all', 'peix', 'sal', 'pebre', 'herbes']"
Tonyina a la graella agredolça,mitjana,mitjana,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tonyina', 'ketchup', 'vinagre', 'sucre morè', 'soia', 'oli']"
Llom de porc agredolç,alta,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'sal', 'mel', 'llet de coco', 'aigua', 'all', 'gingebre', 'ketchup', 'oli de sèsam', 'vinagre', 'sucre morè', 'soia', 'xili']"
Pollastre asiàtic dolç i picant,alta,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ou', 'espècies', 'midó', 'oli', 'pebre vermell', 'soia', 'vinagre', 'mel', 'suc de taronja', 'sucre']"
Gambes dolces i picants,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gamba', 'farina', 'midó', 'llimona', 'suc de taronja', 'hoisin', 'mel', 'soia', 'sriracha', 'all', 'gingebre', 'oli']"
Vedella dolça,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'oli', 'mantega', 'vinagre', 'sucre morè', 'mustassa', 'sal', 'aigua', 'xili', 'salsa']"
Suc de pastanaga dolç,baixa,baixa,fred,begudes,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'sucre', 'aigua']"
Charoset dolç,baixa,baixa,fred,postres,formal,4.0,['totes'],"['hivern', 'tardor']","['poma', 'plàtan', 'llimona', 'dàtils', 'nous', 'canyella', 'vi ranci', 'farina', 'mel']"
Sopa de blat de moro i pollastre dolça,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['blat de moro', 'midó', 'pollastre', 'nata', 'pebre', 'sal', 'ou', 'verdures']"
Pa de blat de moro dolç,gran,alta,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de blat de moro', 'farina', 'llevat químic', 'sirope', 'sucre morè', 'mantega', 'sal', 'ou']"
Kefir de flor de saüc dolç,baixa,baixa,fred,begudes,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['kefir', 'espècies', 'canyella', 'nou moscada']"
Cassola de salsitxes italianes dolces,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],['estiu'],"['pasta', 'salchicha', 'tomàquet', 'mongetes', 'oli', 'oli', 'tomàquet', 'brou', 'formatge']"
Lassi dolç,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'aigua', 'sucre', 'cardamom', 'rosa', 'gel']"
Lassi de mango dolç,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mango', 'iogurt', 'llet', 'sucre']"
Pollastre amb salsa barbacoa d’auró,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'espècies', 'salsa', 'sirope', 'maple']"
Mossegades de massa dolça amb salsa de xocolata,alta,alta,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xarop', 'xocolata', 'vainilla', 'nata', 'llet', 'ou', 'tortilla', 'sucre', 'mantega', 'sal', 'oli']"
Mole dolç amb gelat de vainilla,alta,alta,tebi,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xili', 'piloncillo', 'canyella', 'xocolata', 'gelat']"
Truita dolça,alta,alta,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'melmelada', 'sucre llustre']"
Amaniment ranch de ceba dolça,baixa,baixa,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['all', 'ceba', 'sucre', 'vinagre', 'oli', 'maionesa', 'sal', 'pebre', 'mostassa', 'orenga', 'alfàbrega']"
Pastís de préssec dolç,mitjana,mitjana,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'midó', 'préssec', 'canyella', 'llimona', 'farina', 'llevat químic', 'sal', 'grassa', 'llet']"
Condiment de porc dolç,alta,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre morè', 'soia', 'sirope', 'aigua', 'peix', 'porc']"
Latkes de moniato i poma dolços,alta,alta,calent,primer,informal,5.0,['totes'],"['hivern', 'tardor']","['moniato', 'compota', 'mel', 'comí', 'sal', 'pebre', 'greix de porc']"
Cruixent de moniato dolç,alta,alta,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'sucre', 'mantega', 'ou', 'llet', 'vainilla', 'farina', 'fruits secs']"
Moniatos saltejats amb mel,baixa,baixa,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'mel', 'sal', 'paprika', 'oli', 'mantega']"
Scones de carbassa dolça,mitjana,mitjana,calent,postres,informal,4.5,['totes'],['tardor'],"['mantega', 'sucre', 'ou', 'sirope', 'carbassa', 'farina', 'llet', 'llevat químic', 'nou moscada', 'gingebre']"
Bunyols d’arròs dolç,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs glutinós', 'ou', 'sucre', 'farina', 'oli', 'sucre llustre']"
Arròs dolç I,mitjana,mitjana,tebi,postres,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'arròs', 'llet evaporada', 'llet condensada', 'canyella', 'vainilla', 'rosinyols']"
Arròs dolç II,mitjana,mitjana,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'sal', 'safrà', 'sucre', 'rosinyols', 'ametlles']"
Amanida de pollastre del sud dolça,baixa,baixa,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'api', 'pebre', 'llorer', 'sal', 'maionesa', 'chutney', 'pebre']"
Barreja d’espècies per a begudes dolces,baixa,baixa,fred,begudes,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'canyella', 'clau', 'pebre garofi', 'nou moscada', 'espècies']"
Merenga suïssa,mitjana,mitjana,fred,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre']"
Buttercream de merenga suïssa,alta,alta,fred,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre', 'mantega', 'essències']"
Púding suís,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['hivern', 'tardor']","['mantega', 'pa ratllat', 'poma', 'nou moscada', 'sucre']"
Beguda de gingebre (Switchel),mitjana,baixa,fred,begudes,informal,3.5,['totes'],"['hivern', 'tardor']","['sucre', 'gingebre', 'aigua', 'vinagre de poma', 'sirope', 'gingebre']"
Amaniment d’amanida Sydney Smith,baixa,baixa,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'mostassa', 'sal', 'oli', 'vinagre', 'ou', 'anchova']"
Curry de vedella Sylheti,alta,alta,tebi,segon,formal,6.0,['totes'],['estiu'],"['hatxora', 'vedella', 'ceba', 'oli', 'gingebre', 'all', 'comí', 'corriandre', 'cúrcuma', 'xili', 'tomàquet', 'pebrots', 'llorer', 'clau', 'cardamom', 'canyella', 'sal', 'coriandre fresca']"
Biryani Sylheti,alta,alta,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs basmati', 'ceba', 'ghee', 'comí', 'gingebre', 'all', 'cardamom', 'canyella', 'llorer', 'clau', 'pebre', 'sal', 'xili', 'aigua de kewra', 'aigua de rosa']"
Kebab Doner Sylheti,alta,alta,tebi,segon,informal,6.0,['totes'],['estiu'],"['carn', 'iogurt', 'oli', 'all', 'ceba', 'hatxora', 'comí', 'corriandre', 'paprika', 'sal', 'pebre', 'pa pita', 'verdures', 'salses']"
Arròs fregit Sylheti,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'oli', 'ceba', 'sal', 'cilantro', 'menta']"
Dolç Handesh Sylheti,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['melassa', 'farina d’arròs', 'oli']"
Bunyols d’arròs i ceba Sylheti,alta,alta,tebi,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'aigua', 'sal', 'cúrcuma', 'espècies', 'farina d’arròs', 'farina de rice', 'cilantro']"
Púding d’arròs Sylheti,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'llet', 'sucre', 'cardamom', 'coco', 'rosinyols', 'ghee']"
Curry àcid Sylheti,mitjana,mitjana,calent,segon,informal,5.5,['totes'],['estiu'],"['tomàquet', 'oli', 'all', 'ceba', 'sal', 'cúrcuma', 'aigua']"
Gulaix Szegedinès,mitjana,alta,calent,segon,formal,6.0,['totes'],['estiu'],"['greix', 'porc', 'ceba', 'tomàquet', 'paprika', 'aigua', 'llorer', 'all', 'sal', 'pebre', 'sauerkraut', 'nata agra']"
Tabule I,mitjana,mitjana,fred,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bulgur', 'oli', 'llimona', 'sal', 'pebre', 'julivert', 'pebrot', 'tomàquet', 'olives']"
Tabule II,baixa,baixa,fred,primer,informal,4.0,['totes'],['estiu'],"['bulgur', 'llimona', 'julivert', 'menta', 'tomàquet', 'ceba', 'sal', 'pebre', 'oli']"
Tabule III,baixa,baixa,fred,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bulgur', 'julivert', 'ceba tendra', 'tomàquet', 'menta', 'llimona', 'oli', 'sal', 'fulles de parra']"
Tabule IV,mitjana,mitjana,fred,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bulgur', 'julivert', 'menta', 'tomàquet', 'ceba', 'oli', 'llimona', 'pebre']"
Tabule VI,mitjana,mitjana,tebi,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bulgur', 'julivert', 'tomàquet', 'ceba tendra', 'oli', 'llimona']"
Tafelspitz (vedella bullida amb verdures),mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'all', 'pebre', 'ginebre', 'pastanaga', 'ceba', 'julivert']"
Pa Taboon,baixa,baixa,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'farina integral', 'sal', 'llevat', 'oli', 'aigua']"
Cassola de tacos,mitjana,mitjana,calent,segon,informal,5.5,['totes'],['estiu'],"['carn', 'espècies', 'xili', 'all', 'tomaquet', 'tortilla', 'formatge']"
Carn de taco,mitjana,mitjana,calent,segon,informal,5.0,['totes'],['estiu'],"['carn', 'ceba', 'tomàquet', 'xili', 'orenga', 'comí', 'pebre']"
Amanida de taco,mitjana,mitjana,tebi,primer,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['pollastre', 'mongetes', 'sal', 'xili', 'ceba', 'tomàquet', 'enciams', 'formatge', 'maionesa', 'salsa']"
Tacos,mitjana,mitjana,fred,segon,informal,5.0,['totes'],['estiu'],"['carn', 'tortilla', 'xili', 'olives', 'formatge', 'tomàquet', 'cilantro', 'espinacs', 'bolets', 'salsa', 'nata', 'enciams', 'ceba']"
Curry de llenties especiades I,mitjana,mitjana,tebi,segon,formal,5.0,['totes'],['estiu'],"['ceba', 'xili', 'clau', 'gingebre', 'llenties', 'tomàquet', 'brou', 'aigua', 'cardamom', 'garam masala', 'paprika', 'mostassa']"
Curry de llenties especiades II,alta,alta,tebi,segon,informal,5.5,['totes'],['estiu'],"['llenties', 'aigua', 'oli', 'ceba', 'all', 'fever leaves', 'mostassa', 'comí', 'fenigrec', 'tomàquet', 'xili', 'cúrcuma']"
Cassola de tagliatelle,mitjana,mitjana,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['tagliatelle', 'oli', 'ceba', 'pastanaga', 'farina', 'carn', 'brou', 'vi', 'tomàquet', 'nata', 'parmesà', 'nou moscada', 'herbes']"
Arròs persa cruixent (Tahdiq),mitjana,alta,tebi,primer,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'arròs', 'oli', 'sal', 'aigua']"
Galetes de tahina,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tahina', 'mel', 'canyella', 'civada', 'nous']"
Amaniment “Goddess” de tahina,baixa,baixa,fred,primer,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'aigua', 'tahina', 'vinagre', 'llimona', 'soia', 'all', 'xantana', 'sèsam', 'julivert', 'cec']"
Tajine libi de peix (Tajine bil Samak),mitjana,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'ceba', 'all', 'peix', 'tomàquet', 'comí', 'paprika', 'xili', 'coriandre', 'comí negre', 'sal', 'pebre', 'aigua', 'julivert']"
Curry d’albergínies de Hyderabad (Tamate Ka Kut),alta,alta,tebi,segon,informal,5.5,['totes'],['estiu'],"['tomàquet', 'besan', 'sal', 'xili', 'comí', 'corriandre', 'oli', 'cumin seeds', 'curry', 'all', 'xili', 'cilantro', 'menta', 'nata', 'ou']"
Postres de sèmola i mel algeriana (Tamina),mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sèmola', 'mantega', 'mel', 'aigua de flor de taronger', 'canyella', 'fruits secs']"
Masala tandoori,mitjana,mitjana,tebi,segon,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fenigrec', 'onion seeds', 'sal', 'garam masala', 'cúrcuma', 'curry', 'corriandre', 'comí', 'paprika', 'all', 'oli', 'gingebre', 'xili', 'cilantro', 'limona', 'iogurt']"
Tofu tandoori,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],['estiu'],"['tofu', 'iogurt', 'tomàquet', 'oli', 'espècies']"
Snack de cacauets i blat de moro nigerià (Tanfiri),baixa,baixa,fred,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de blat de moro', 'cacauets', 'sucre', 'xili', 'clau', 'oli', 'aigua']"
Gambes fregides amb salsa àcida,alta,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gamba', 'farina', 'llimona', 'oli', 'sal', 'pebre', 'cayena']"
Pollastre fregit amb llimona àcida,alta,alta,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['paprika', 'sal', 'pebre', 'all', 'gingebre', 'carn de pollastre', 'llimona', 'midó', 'grassa']"
Mousse de llimona àcida,mitjana,mitjana,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'ralladura', 'sucre', 'ou', 'mantega', 'nata']"
Espaguetis dolços fregits tanzans,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'espaguetis', 'aigua', 'sucre', 'cardamom', 'rosinyols']"
Arròs fermentat indonesi (Tapai Ketan),gran,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs glutinós', 'aigua', 'llevat']"
Pa gambià (Tapalapa),alta,alta,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'sal', 'sucre', 'oli', 'aigua']"
Púding de tapioca,alta,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['perles de tapioca', 'llet', 'sucre', 'ou', 'sal', 'vainilla']"
Sopa búlgara de cogombre (Tarator),baixa,baixa,fred,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'aigua', 'cogombre', 'all', 'vinagre', 'oli', 'sal']"
Amanida de Tarbes,mitjana,baixa,fred,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'oli', 'enciams', 'nous', 'taronja', 'oli', 'vinagre', 'mostassa', 'sal', 'pebre']"
Sopa turca de iogurt (Tarhana),alta,alta,fred,primer,formal,5.5,['totes'],['estiu'],"['tomàquet', 'pebrot', 'ceba', 'iogurt', 'llevat', 'aigua', 'sucre', 'pebre', 'paprika', 'farina', 'brou', 'tomàquet concentrat']"
Peix amb taro,mitjana,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['taro', 'alga', 'faves negres', 'gingebre', 'pebrot', 'ceba', 'brou', 'oli']"
Tatin,alta,alta,tebi,postres,formal,6.0,['totes'],"['hivern', 'tardor']","['sucre', 'mantega', 'aigua', 'poma', 'massa']"
Tartiflette,alta,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'bacó', 'mantega', 'ceba', 'vi', 'nata', 'sal', 'pebre', 'formatge reblochon']"
Cassola de Tater Tot,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'crema de llet', 'tater tots']"
Scones de patata (Tattie Scones),alta,alta,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'mantega', 'sal', 'pebre', 'farina']"
Ta’ameya (falàfel egipci),alta,alta,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['faves', 'ceba', 'julivert', 'cilantro', 'dill', 'corriandre', 'sal', 'comí', 'all', 'sèsam', 'oli']"
Estofat togolès de carn i verdures (Tchakpolo),alta,alta,tebi,segon,informal,6.0,['totes'],['estiu'],"['oli', 'ceba', 'all', 'carn', 'tomàquet', 'pebrot', 'pastanaga', 'brou', 'tomaquet concentrat', 'mantega de cacauet', 'gingebre', 'corriandre', 'clau', 'nou moscada', 'sal', 'pebre', 'julivert']"
Arròs jollof (Tchari),alta,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'ceba', 'all', 'tomàquet', 'pebrot vermell', 'xili', 'herbes', 'curry', 'paprika', 'nou moscada', 'llorer', 'brou', 'arròs', 'verdures', 'sal', 'pebre', 'mantega']"
Ous al te,baixa,baixa,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'aigua', 'te verd', 'soia', 'gingebre', 'all']"
Dip etíop de cigrons especiats (Tegabino Shiro),mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de cigró', 'aigua', 'oli', 'ceba', 'all', 'gingebre', 'berbere', 'paprika', 'cayena', 'sal', 'cilantro']"
Verdures d’arrel japoneses en miso (Tekka),alta,alta,tebi,primer,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli de sèsam', 'bardana', 'gingebre', 'llotja', 'misso', 'pastanaga']"
Púding de coco portoriqueny (Tembleque),alta,alta,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet de coco', 'nata', 'midó', 'aigua de flor de taronger', 'sucre', 'sal', 'canyella']"
Tempe Mendoan I,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina d’arròs', 'farina de blat', 'all', 'shallot', 'corriandre', 'pebre blanc', 'sal', 'aigua', 'ceba tendra', 'tempeh', 'oli']"
