nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,categoria,procedencia_plat
Magdalenes de nabius,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli', 'nabius']", pastisseria, Estats Units
Magdalenes de plàtan i nous,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'mel', 'llet', 'oli', 'plàtan', 'farina', 'sal', 'llevat químic', 'nous', 'sucre']", pastisseria, Estats Units
Magdalenes de poma amb crumble,mitjana,alta,calent,postres,informal,5.5,['totes'],"['hivern', 'tardor']","['sucre morè', 'farina', 'canyella', 'mantega', 'ou', 'llet', 'oli', 'poma']", pastisseria, Regne Unit
Magdalenes de poma i civada,mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['hivern', 'tardor']","['segó', 'llet', 'farina', 'llevat', 'canyella', 'sal', 'bicarbonat', 'clau', 'sucre morè', 'oli vegetal', 'ou', 'poma', 'nabiu deshidratat']", pastisseria, Regne Unit
Magdalenes de poma panses i civada,gran,alta,fred,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'civada', 'llevat químic', 'ou', 'sucre', 'llet', 'oli', 'poma', 'canyella', 'nou moscada', 'panses']", pastisseria, Regne Unit
Magdalenes de segó,petita,baixa,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'llevat químic', 'ou', 'farina', 'branca de blat', 'sucre morè', 'mantega']", pastisseria, Estats Units
Magdalenes de taronja i xocolata,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'xips de xocolata', 'ou', 'llet', 'suc de taronja', 'pell de taronja']", xoco_intens, França
Magdalenes de xips de plàtan,petita,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'xocolata', 'ou', 'oli', 'llet', 'plàtan']", pastisseria, Estats Units
Magdalenes dobles de xocolata,mitjana,baixa,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'xocolata', 'sucre', 'cacau', 'llevat', 'sal', 'ou', 'llet', 'oli', 'vainilla']", xoco_intens, França
Magdalenes franceses (Madeleines),petita,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'llevat químic', 'pell de cítric', 'mantega']", pastisseria, França
Mandonguilles de patata alemanyes (Pickert),mitjana,alta,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llet', 'ou', 'patata', 'llevat', 'panses', 'sucre', 'sal', 'oli']", pastisseria, Alemanya
Merenga amb gerds rostits i crema d’avellana,mitjana,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre', 'canyella', 'gerds', 'avellana']", lacti_suau, França
Merenga francesa,petita,mitjana,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['clares d’ou', 'nata', 'sucre']", lacti_suau, França
Merenga italiana,petit,baixa,tebi,postres,formal,4.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[‘aigua’, ‘ou’, ‘sucre’]", lacti_suau, Itàlia
Merenga suau bullida,petita,alta,calent,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d'ou', 'sucre', 'sal', 'aigua', 'llet', 'custard', 'nata', 'xocolata', 'nous']", lacti_suau, França
Merenga suïssa,mitjana,mitjana,fred,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre']", lacti_suau, Suïssa
Merenga d’ametlla,petita,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre', 'ametlles']", pastisseria, França
Meringata (pastís de merenga i nata),mitjana,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre', 'crema pastissera', 'nata']", lacti_suau, Itàlia
Meringata amb gingebre i nata,mitjana,mitjana,fred,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['merenga', 'gingebre', 'nata', 'sucre', 'llimona']", lacti_suau, Itàlia
Meringata de fruita en copa,petita,baixa,fred,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['crema', 'fruita', 'nata', 'merenga', 'menta', 'coulis']", fresc_fruita_gelat, Itàlia
Mescla de galetes per motxilla,petita,mitjana,fred,postres,informal,3.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal']", pastisseria, Estats Units
Mille-feuille de llimona,gran,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full’, ‘ou’, ‘sucre llustre’, ‘llet’, ‘farina’, ‘llimona’]", pastisseria, França
Mini pastissets de carn i fruita,petita,alta,tebi,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'vi', 'suc de poma', 'cítric', 'espècies', 'fruita', 'carne', 'mastegat', 'farina', 'mantega', 'ous']", pastisseria, Regne Unit
Mints de formatge cremós,petita,baixa,fred,postres,formal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'sucre', 'menta', 'sucre granulat']", lacti_suau, Estats Units
Mochi japonès amb nous (Yubeshi),alta,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nous', 'sucre', 'soja', 'aigua', 'farina glutinosa']", pastisseria, Japó
Mongetes dolces dominicanes (Habichuela con Dulce),mitjana,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'raïm sec', 'llet evaporada', 'llet condensada', 'sal', 'sucre', 'vainilla', 'canyella', 'panses']", lacti_suau, República Dominicana
Moniatos confitats,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['hivern', 'tardor']","['moniato', 'poma', 'raïm sec', 'mel', 'suc de poma', 'mantega']", pastisseria, Amèrica Llatina
Moniatos confitats forts,mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'sucre', 'espècies', 'aigua', 'brandi', 'nou moscada', 'canyella']", pastisseria, Europa occidental
Moniatos mexicans amb mel (Camotes Enmielados),petita,baixa,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'piloncillo', 'canyella', 'aigua']", pastisseria, Mèxic
Mousse de cafè,petita,alta,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'nata', 'rovell d’ou', 'sucre', 'llet', 'clara d’ou', 'vainilla']", lacti_suau, França
Mousse de cafè amb nata,petita,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cafè', 'sucre', 'xarop de xocolata', 'nata']", lacti_suau, França
Mousse de formatge fresc amb maduixa,alta,alta,fred,postres,formal,5.5,['totes'],"['estiu', 'primavera']","['formatge fresc', 'sucre', 'ou', 'iogurt', 'gel', 'maduixa']", lacti_suau, Europa occidental
Mousse de fruita,petita,alta,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'midó', 'espècies', 'ou', 'nectar de fruita', 'nata']", fresc_fruita_gelat, França
Mousse de llimona àcida,mitjana,mitjana,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'ralladura', 'sucre', 'ou', 'mantega', 'nata']", lacti_suau, França
Mousse de móres,petita,baixa,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['móres', 'sucre', 'aigua', 'midó']", fresc_fruita_gelat, França
Mousse de tiramisú,mitjana,mitjana,fred,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mascarpone', 'sucre', 'cafè', 'ou', 'nata', 'cacao']", xoco_intens, Itàlia
Mousse de xocolata,mitjana,mitjana,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'ou', 'nata', 'sucre', 'aigua']", xoco_intens, França
Mousse de xocolata amb tofu,baixa,baixa,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'tofu']", xoco_intens, Japó
Mousse de xocolata baixa en carbohidrats,petita,baixa,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'aigua', 'xocolata', 'edulcorant']", xoco_intens, Estats Units
Mousse de xocolata vegana,petita,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['alvocat', 'cacau', 'xarop d’atzavara']", xoco_intens, Estats Units
Muffins anglesos,petita,mitjana,tebi,postres,formal,4.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'sal', 'margarina', 'aigua', 'llevat', 'farina', 'mànec de blat']", pastisseria, Regne Unit
Muffins de llavors de rosella i llimona,petita,mitjana,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet’, ‘oli’, ‘iogurt’, ‘ou’, ‘farina’, ‘sucre’, ‘rosella’, ‘llimona’, ‘llevat químic’, ‘bicarbonat’, ‘sal’, ‘sucre llustre’]", pastisseria, Regne Unit
Nyoquis amb crema de maduixa gratinada,petita,alta,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'oli', 'aigua', 'maduixes', 'mantega', 'sucre', 'llimona', 'vainilla', 'nata', 'formatge fresc']", lacti_suau, Itàlia
Núvols dolços casolans,petita,alta,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre llustre', 'gelatina', 'aigua', 'sucre', 'corn syrup', 'clara d’ou', 'vainilla']", pastisseria, Estats Units
Pancake hausa (Wainar Filawa),mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de blat', 'sal', 'aigua', 'oli de palma', 'ceba', 'pebrot']", pastisseria, Nigèria
Pancake Henry Thiele,mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sal', 'sucre', 'farina', 'ou', 'mantega']", pastisseria, Estats Units
Pancake somali (Canjeero),mitjana,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'sucre', 'aigua', 'sal']", pastisseria, Somàlia
Pancakes amb mel,mitjana,mitjana,fred,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'ou', 'mantega', 'mel', 'llavors de sèsam']", pastisseria, Europa occidental
Pancakes amb xips de xocolata I,mitjana,mitjana,fred,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['vainilla', 'mantega', 'llet', 'farina', 'sucre', 'llevat químic', 'sal', 'ou', 'xips de xocolata']", xoco_intens, Estats Units
Pancakes amb xips de xocolata II,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'buttermilk', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'xips de xocolata']", xoco_intens, Estats Units
Pancakes australians (Pikelet),petita,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'llet', 'sal', 'aigua']", pastisseria, Austràlia
Pancakes danesos esfèrics (Æbleskiver),alta,alta,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'farina', 'llevat químic', 'sucre', 'bicarbonat', 'sal', 'mantega', 'suer de llet', 'oli vegetal']", pastisseria, Dinamarca
Pancakes de blat de moro,petita,mitjana,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'blat de moro', 'llet', 'ou', 'mantega', 'vainilla']", pastisseria, Estats Units
Pancakes de formatge cottage,petita,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge cottage', 'ou', 'farina', 'sal', 'oli', 'llet', 'vainilla']", lacti_suau, Estats Units
Pancakes de gingebre,mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'oli']", pastisseria, Estats Units
Pancakes de llavors de rosella i llimona,mitjana,mitjana,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina’, ‘sucre’, ‘sal’, ‘llevat químic’, ‘bicarbonat’, ‘llimona’, ‘rosella’, ‘llet’, ‘ou’, ‘mantega’, ‘vainilla’, ‘oli’]", pastisseria, Regne Unit
Pancakes de nabius,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'nou moscada', 'vainilla', 'llet fermentat', 'ou', 'mantega', 'nabius']", pastisseria, Estats Units
Pancakes de pa de gingebre I,mitjana,mitjana,fred,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'llevat químic', 'bicarbonat', 'canyella', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'melassa', 'oli']", pastisseria, Estats Units
Pancakes de pa de gingebre II,gran,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mescla per pancakes', 'cafè', 'aigua', 'melassa', 'espècies', 'oli']", pastisseria, Estats Units
Pancakes de patata,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['hivern', 'tardor']","['patata', 'ceba', 'ou', 'flocs o farina', 'sal', 'oli', 'salsa']", pastisseria, Europa central
Pancakes de patata carbassó i col negra,mitjana,alta,fred,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carbassó', 'sal', 'patata', 'col negra', 'ceba tendra', 'anet', 'ou', 'farina', 'pebre', 'oli']", pastisseria, Europa central
Pancakes de plàtan amb espirulina,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'espirulina', 'oli', 'llet d’arròs', 'plàtan', 'xarop']", pastisseria, Àsia oriental
Pancakes de plàtan de Malawi (Zitumbuwa),mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['platans', 'farina', 'sucre', 'llevat químic', 'sal', 'llet', 'ou', 'vainilla', 'oli']", pastisseria, Malawi
Pancakes de plàtan i nou moscada,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'nou moscada', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'plàtan']", pastisseria, Estats Units
Pancakes de taronja i cardamom,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'pell de taronja', 'cardamom', 'buttermilk', 'llet', 'ou', 'mantega', 'vainilla', 'oli']", pastisseria, Índia
Pancakes integrals,mitjana,baixa,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli']", pastisseria, Europa occidental
Pancakes integrals vegans,mitjana,baixa,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'llevat químic', 'sucre morè', 'canyella', 'llet vegetal', 'oli']", pastisseria, Europa occidental
Pancakes lleugers i esponjosos,mitjana,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'llevat de sodi', 'llet fermentada', 'llet', 'ou', 'mantega', 'vainilla', 'oli']", pastisseria, Estats Units
Pancakes nord-americans,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'llet', 'ou', 'sucre']", pastisseria, Estats Units
Pancakes noruecs de iogurt (Svelekake),mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'kefir', 'llevat químic', 'llevat de sodi', 'vainilla']", pastisseria, Noruega
Pancakes vegans,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sucre', 'sal', 'llet vegetal', 'oli']", pastisseria, Europa occidental
Paninis de tiramisú,mitjana,mitjana,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'mascarpone', 'cafè', 'cacao', 'oli de fruits secs']", xoco_intens, Itàlia
Panna cotta amb salsa de fruits vermells,alta,alta,tebi,postres,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'aigua', 'nata', 'sucre', 'llet', 'fruits vermells']", lacti_suau, Itàlia
Panna cotta bàsica,mitjana,mitjana,fred,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'nata', 'sucre', 'vainilla', 'sal']", lacti_suau, Itàlia
Panna cotta de nabius i avellana,petita,mitjana,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'gelatina', 'vainilla', 'licor', 'avellanes']", lacti_suau, Itàlia
Panqueques al forn,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['hivern', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet', 'oli', 'vainilla', 'vinagre']", pastisseria, Estats Units
Panqueques al forn vegans,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['hivern', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet de soja', 'oli', 'vainilla', 'vinagre']", pastisseria, Estats Units
Pasta de full alemanya,alta,alta,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'aigua', 'mantega']", pastisseria, Alemanya
Pasta de full amb nous i nata (Om Ali),mitjana,alta,calent,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'nous', 'festucs', 'avellanes', 'galeta', 'coco', 'sucre', 'llet', 'nata']", pastisseria, Egipte
Pasta de full clàssica,gran,alta,fred,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'aigua', 'mantega']", pastisseria, França
Pasta de full I,mitjana,alta,fred,postres,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'greix', 'aigua']", pastisseria, França
