nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm
Pastissets d'arròs i coco (Rice Modak),informal,tebi,alta,petita,postres,pastisseria,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[""farina d'arròs"", 'aigua', 'mantega', 'sal', 'coco', 'jaggery', 'panses', 'anacards', 'cardamom', 'ghee']","[""farina d'arròs"", 'aigua', 'mantega', 'sal', 'coco', 'jaggery', 'panses', 'anacards', 'cardamom', 'ghee']"
Pastissets farcits de melmelada,informal,calent,mitjana,mitjana,postres,pastisseria,Europa central,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'mantega', 'formatge fresc', 'ou', 'melmelada']","['farina', 'llevat químic', 'mantega', 'formatge fresc', 'ou', 'melmelada']"
Pastís arc de Sant Martí,formal,tebi,alta,gran,postres,pastisseria,Estats Units,10.12,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'sucre llustre', 'llet', 'sprinkles']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'sucre llustre', 'llet', 'sprinkles']"
Pastís Banoffee,formal,tebi,alta,gran,postres,pastisseria,Regne Unit,9.87,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'mantega', 'llet condensada', 'sucre', 'nata', 'plàtan']","['galetes', 'mantega', 'llet condensada', 'sucre', 'nata', 'plàtan']"
Pastís boig,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'cacau en pols', 'bicarbonat sòdic', 'sal', 'aigua', 'oli vegetal', 'vinagre', 'vainilla']","['farina', 'sucre', 'cacau en pols', 'bicarbonat sòdic', 'sal', 'aigua', 'oli vegetal', 'vinagre', 'vainilla']"
Pastís capa de pa de sègol,informal,tebi,alta,gran,postres,pastisseria,Europa central,8.29,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa de sègol', 'ou', 'sucre', 'cacau', 'midó', 'llevat', 'mantega', 'nata']","['pa de sègol', 'ou', 'sucre', 'cacau', 'midó', 'llevat', 'mantega', 'nata']"
Pastís cruixent de plàtan i nata,informal,fred,baixa,gran,postres,lacti_suau,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['púding de plàtan', 'llet', 'licor', 'nata', 'plàtan', 'galeta', 'xocolata']","['púding de plàtan', 'llet', 'licor', 'nata', 'plàtan', 'galeta', 'xocolata']"
Pastís de cacauet,informal,fred,alta,mitjana,postres,xoco_intens,Estats Units,9.97,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'mantega de cacauet', 'sucre', 'nata muntada', 'base de galeta de xocolata', 'xocolata calenta']","['formatge crema', 'mantega de cacauet', 'sucre', 'nata muntada', 'base de galeta de xocolata', 'xocolata calenta']"
Pastís de cafè,formal,tebi,alta,mitjana,postres,pastisseria,Europa occidental,9.9,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'formatge crema', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'llet', 'xocolata', 'groselles', 'nous', 'canyella']","['mantega', 'formatge crema', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'llet', 'xocolata', 'groselles', 'nous', 'canyella']"
Pastís de cafè amb caramel,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'oli', 'vainilla', 'farina', 'sal', 'llevat', 'mantega', 'llet', 'sucre morè']","['ou', 'sucre', 'oli', 'vainilla', 'farina', 'sal', 'llevat', 'mantega', 'llet', 'sucre morè']"
Pastís de cafè amb xips de xocolata,informal,calent,mitjana,mitjana,postres,xoco_intens,Estats Units,7.36,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['premezcla', 'xips de xocolata', 'sucre', 'nata', 'vainilla', 'aigua', 'canyella', 'nous']","['premezcla', 'xips de xocolata', 'sucre', 'nata', 'vainilla', 'aigua', 'canyella', 'nous']"
Pastís de cola,informal,tebi,alta,gran,postres,xoco_intens,Estats Units,7.93,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'cola', 'margarina', 'cacau', 'ou', 'llet', 'bicarbonat', 'vainilla', 'nubes', 'nous']","['farina', 'sucre', 'cola', 'margarina', 'cacau', 'ou', 'llet', 'bicarbonat', 'vainilla', 'nubes', 'nous']"
Pastís de crema,informal,calent,baixa,mitjana,postres,lacti_suau,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'farina', 'llevat químic', 'mantega', 'ou', 'sucre', 'coco']","['llet', 'farina', 'llevat químic', 'mantega', 'ou', 'sucre', 'coco']"
Pastís de crema de nabius,informal,tebi,mitjana,mitjana,postres,lacti_suau,Estats Units,6.55,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata agra', 'farina', 'sucre', 'vainilla', 'ou', 'nabius', 'massa de pastís', 'mantega', 'nous']","['nata agra', 'farina', 'sucre', 'vainilla', 'ou', 'nabius', 'massa de pastís', 'mantega', 'nous']"
Pastís de crema de plàtan,formal,tebi,alta,gran,postres,lacti_suau,Estats Units,9.57,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['massa de pastís', 'sucre', 'farina', 'sal', 'llet', 'ou', 'mantega', 'vainilla', 'plàtan', 'llimona', 'nata']","['massa de pastís', 'sucre', 'farina', 'sal', 'llet', 'ou', 'mantega', 'vainilla', 'plàtan', 'llimona', 'nata']"
Pastís de formatge amb xocolata,formal,tebi,alta,gran,postres,xoco_intens,Estats Units,13.08,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'galetes', 'formatge fresc', 'sucre morè', 'ou', 'xocolata', 'nata']","['mantega', 'galetes', 'formatge fresc', 'sucre morè', 'ou', 'xocolata', 'nata']"
Pastís de formatge amb xocolata blanca,formal,tebi,mitjana,mitjana,postres,xoco_intens,França,14.25,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galeta de mantega', 'ametlles', 'sucre', ""essència d'ametlla"", 'mantega', 'xocolata blanca', 'formatge fresc', 'ous', 'farina', 'vainilla']","['galeta de mantega', 'ametlles', 'sucre', ""essència d'ametlla"", 'mantega', 'xocolata blanca', 'formatge fresc', 'ous', 'farina', 'vainilla']"
Pastís de formatge crème brûlée,formal,tebi,alta,gran,postres,lacti_suau,França,10.38,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'mantega', 'sucre', 'formatge crema', 'nata agra', 'sucre', 'ou', 'nata', 'taronja']","['galetes', 'mantega', 'sucre', 'formatge crema', 'nata agra', 'sucre', 'ou', 'nata', 'taronja']"
Pastís de formatge doble xocolata,formal,tebi,alta,gran,postres,xoco_intens,Estats Units,14.06,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes de xocolata', 'formatge fresc', 'sucre', 'xocolata', 'farina', 'vainilla', 'ou', 'llet']","['galetes de xocolata', 'formatge fresc', 'sucre', 'xocolata', 'farina', 'vainilla', 'ou', 'llet']"
Pastís de formatge estil Nova York,formal,tebi,alta,gran,postres,lacti_suau,Estats Units,9.99,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'sucre', 'mantega', 'formatge', 'llevat químic', 'farina', 'pell de cítric', 'vainilla', 'ou', 'nata']","['galetes', 'sucre', 'mantega', 'formatge', 'llevat químic', 'farina', 'pell de cítric', 'vainilla', 'ou', 'nata']"
Pastís de formatge i xocolata simple,formal,fred,baixa,gran,postres,xoco_intens,Estats Units,8.87,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'cacau', 'sucre llustre', 'nata', 'base de galeta']","['formatge crema', 'cacau', 'sucre llustre', 'nata', 'base de galeta']"
Pastís de formatge sense forn,informal,fred,mitjana,mitjana,postres,lacti_suau,Europa occidental,7.3,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'galetes triturades', 'formatge cremós', 'llet condensada', 'suc de llimona']","['mantega', 'galetes triturades', 'formatge cremós', 'llet condensada', 'suc de llimona']"
Pastís de fruita,informal,tebi,alta,gran,postres,pastisseria,Europa occidental,6.89,['totes'],"['estiu', 'primavera']","['ou', 'sucre', 'mantega', 'emulsionant', 'pell de cítric', 'farina', 'llevat químic', 'nata', 'fruita']","['ou', 'sucre', 'mantega', 'emulsionant', 'pell de cítric', 'farina', 'llevat químic', 'nata', 'fruita']"
Pastís de fruita irlandès,informal,tebi,mitjana,gran,postres,pastisseria,Irlanda,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'ou', 'raïm sec', 'sucre', 'mantega', 'pell de cítric', 'fruita seca']","['farina', 'llevat químic', 'ou', 'raïm sec', 'sucre', 'mantega', 'pell de cítric', 'fruita seca']"
Pastís de fruites de cirera i baies,informal,tebi,alta,gran,postres,fresc_fruita_gelat,Europa occidental,8.01,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cirera', 'sucre', 'midó', 'farina', 'baies', 'melmelada', 'llimona', 'massa']","['cirera', 'sucre', 'midó', 'farina', 'baies', 'melmelada', 'llimona', 'massa']"
Pastís de galetes,informal,tebi,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'mantega', 'sucre', 'farina', 'nou moscada', 'caraway']","['ou', 'mantega', 'sucre', 'farina', 'nou moscada', 'caraway']"
Pastís de gerds amb ones,informal,tebi,alta,mitjana,postres,fresc_fruita_gelat,França,7.42,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'gerds']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'gerds']"
Pastís de libra de llimona,informal,tebi,alta,gran,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'farina', 'llevat químic', 'sal', 'sucre', 'llimona', 'ou', 'vainilla']","['mantega', 'farina', 'llevat químic', 'sal', 'sucre', 'llimona', 'ou', 'vainilla']"
Pastís de llaminadures (Lolly Cake),informal,fred,mitjana,petita,postres,pastisseria,Nova Zelanda,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'sucre', 'llet condensada', 'nubes', 'coco']","['galetes', 'sucre', 'llet condensada', 'nubes', 'coco']"
Pastís de llet calent,informal,tebi,alta,mitjana,postres,lacti_suau,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'mantega', 'vainilla', 'farina', 'llevat químic', 'ou', 'sucre']","['llet', 'mantega', 'vainilla', 'farina', 'llevat químic', 'ou', 'sucre']"
Pastís de llimona glaçat,informal,tebi,alta,mitjana,postres,pastisseria,França,7.29,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'mantega', 'ou', 'llevat químic', 'sal', 'llet', 'vainilla', 'llimona', 'sucre llustre']","['farina', 'sucre', 'mantega', 'ou', 'llevat químic', 'sal', 'llet', 'vainilla', 'llimona', 'sucre llustre']"
Pastís de llimona i merenga,formal,tebi,alta,mitjana,postres,pastisseria,Regne Unit,10.25,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'llet condensada', 'llimona', 'rovells', 'clares', 'sucre']","['massa', 'llet condensada', 'llimona', 'rovells', 'clares', 'sucre']"
Pastís de lliura tradicional,formal,calent,mitjana,mitjana,postres,pastisseria,Regne Unit,7.08,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina amb llevat', 'mantega', 'ou', 'sucre', 'vainilla', 'fruits secs']","['farina amb llevat', 'mantega', 'ou', 'sucre', 'vainilla', 'fruits secs']"
Pastís de maduixa,formal,tebi,alta,gran,postres,fresc_fruita_gelat,França,9.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'maduixa', 'aigua', 'sucre', 'llimona', 'nata']","['massa', 'maduixa', 'aigua', 'sucre', 'llimona', 'nata']"
Pastís de maduixa i ruibarbre,formal,fred,alta,mitjana,postres,fresc_fruita_gelat,Regne Unit,8.9,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'ruibarbre', 'maduixa', 'sucre', 'midó', 'sal']","['massa', 'ruibarbre', 'maduixa', 'sucre', 'midó', 'sal']"
Pastís de mantega enganxosa,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,7.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'formatge fresc', 'ou', 'sucre llustre']","['mantega', 'formatge fresc', 'ou', 'sucre llustre']"
Pastís de mascarpone i llima,formal,fred,mitjana,petita,postres,lacti_suau,Itàlia,8.84,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mascarpone', 'llima', 'galetes', 'mantega', 'sucre llustre']","['mascarpone', 'llima', 'galetes', 'mantega', 'sucre llustre']"
Pastís de massapà,formal,tebi,alta,mitjana,postres,pastisseria,Alemanya,10.67,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'ametlla', 'melmelada', 'llet', 'massapà', 'nous', 'xocolata']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'llevat químic', 'ametlla', 'melmelada', 'llet', 'massapà', 'nous', 'xocolata']"
Pastís de mel de Madeira,informal,tebi,alta,petita,postres,pastisseria,Portugal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'llevat', 'vi', 'melassa', 'grassa', 'farina', 'sucre', 'pell de cítric', 'espècies']","['massa', 'llevat', 'vi', 'melassa', 'grassa', 'farina', 'sucre', 'pell de cítric', 'espècies']"
Pastís de merenga de llimona americà,formal,tebi,alta,gran,postres,pastisseria,Estats Units,7.98,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'sucre', 'farina', 'midó', 'sal', 'llimona', 'mantega', 'ou', 'cúrcuma']","['aigua', 'sucre', 'farina', 'midó', 'sal', 'llimona', 'mantega', 'ou', 'cúrcuma']"
Pastís de merenga de llimona britànic,formal,tebi,alta,gran,postres,pastisseria,Regne Unit,9.28,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'mantega', 'llet condensada', 'llimona', 'ou', 'sucre']","['galetes', 'mantega', 'llet condensada', 'llimona', 'ou', 'sucre']"
Pastís de merenga de llimona vegà,formal,tebi,alta,gran,postres,pastisseria,Europa occidental,8.05,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['massa vegana', 'sucre', 'midó', 'agar', 'sal', 'llet vegetal', 'aigua', 'llimona', 'cúrcuma']","['massa vegana', 'sucre', 'midó', 'agar', 'sal', 'llet vegetal', 'aigua', 'llimona', 'cúrcuma']"
Pastís de mousse de xocolata vegà,formal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,10.15,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'cacau', 'llevat', 'sucre', 'aigua', 'oli vegetal', 'vainilla', 'vinagre', 'xocolata', 'tofu', 'margarina', 'llet de soja', 'nous']","['farina', 'cacau', 'llevat', 'sucre', 'aigua', 'oli vegetal', 'vainilla', 'vinagre', 'xocolata', 'tofu', 'margarina', 'llet de soja', 'nous']"
Pastís de nata i maduixa,formal,fred,mitjana,mitjana,postres,lacti_suau,França,7.11,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'sucre', 'massa', 'maduixa']","['nata', 'sucre', 'massa', 'maduixa']"
Pastís de nous i bourbon amb xocolata,formal,tebi,alta,gran,postres,xoco_intens,Estats Units,12.06,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'nata', 'sucre', 'xocolata', 'nous', 'bourbon', 'massa']","['ou', 'nata', 'sucre', 'xocolata', 'nous', 'bourbon', 'massa']"
Pastís de nous pecana en capes,formal,calent,alta,mitjana,postres,xoco_intens,Estats Units,8.42,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge', 'sucre', 'sal', 'ou', 'vainilla', 'massa', 'nous pecana', 'xarop de blat de moro']","['formatge', 'sucre', 'sal', 'ou', 'vainilla', 'massa', 'nous pecana', 'xarop de blat de moro']"
Pastís de Oreo,informal,fred,baixa,petita,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelat', 'nata muntada', 'galetes Oreo']","['gelat', 'nata muntada', 'galetes Oreo']"
Pastís de pacana,formal,tebi,alta,gran,postres,pastisseria,Estats Units,9.56,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'sucre', 'mantega', 'aigua', 'vinagre', 'sucre morè', 'xarop de blat de moro', 'vainilla', 'whisky o rom', 'nous pacana', 'ou']","['farina', 'sal', 'sucre', 'mantega', 'aigua', 'vinagre', 'sucre morè', 'xarop de blat de moro', 'vainilla', 'whisky o rom', 'nous pacana', 'ou']"
Pastís de pasta Kataifi (Kunafa Bil Ashta),informal,tebi,alta,mitjana,postres,pastisseria,Orient Mitjà,8.06,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta kataifi', 'mantega', 'sucre', 'aigua', 'llimona', 'nata', 'fruits secs']","['pasta kataifi', 'mantega', 'sucre', 'aigua', 'llimona', 'nata', 'fruits secs']"
Pastís de pastanaga,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,7.07,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'formatge fresc', 'margarina', 'vainilla', 'farina', 'pastanaga', 'canyella', 'llimona', 'llevat', 'ou', 'panses', 'nous']","['sucre', 'formatge fresc', 'margarina', 'vainilla', 'farina', 'pastanaga', 'canyella', 'llimona', 'llevat', 'ou', 'panses', 'nous']"
Pastís de pastanaga i ametlles pasqual,formal,tebi,alta,mitjana,postres,pastisseria,Europa central,10.18,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'ou', 'sucre', 'pastanaga', 'vainilla', 'sal', 'ametlles', 'canyella']","['farina', 'ou', 'sucre', 'pastanaga', 'vainilla', 'sal', 'ametlles', 'canyella']"
Pastís de pera,informal,tebi,alta,mitjana,postres,fresc_fruita_gelat,Europa occidental,7.92,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa de pastís', 'peres', 'canyella', 'sucre', 'farina', 'aigua', 'sucre morè', 'midó', 'llimona', 'nou moscada']","['massa de pastís', 'peres', 'canyella', 'sucre', 'farina', 'aigua', 'sucre morè', 'midó', 'llimona', 'nou moscada']"
Pastís de pera i xocolata,informal,tebi,alta,gran,postres,xoco_intens,França,9.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'mantega', 'ou', 'sucre', 'pera', 'nata']","['xocolata', 'mantega', 'ou', 'sucre', 'pera', 'nata']"
Pastís de plàtan,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'canyella', 'mantega', 'sucre', 'ou', 'vainilla', 'plàtan', 'llet']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'canyella', 'mantega', 'sucre', 'ou', 'vainilla', 'plàtan', 'llet']"
Pastís de plàtan i gingebre amb xocolata,informal,tebi,mitjana,mitjana,postres,xoco_intens,Europa occidental,8.81,['totes'],"['hivern', 'tardor']","['farina de fajol', 'llevat químic', 'bicarbonat', 'siro de xàrec', 'compota de poma', 'gingebre', 'plàtan', 'xocolata']","['farina de fajol', 'llevat químic', 'bicarbonat', 'siro de xàrec', 'compota de poma', 'gingebre', 'plàtan', 'xocolata']"
Pastís de poma,informal,calent,alta,gran,postres,fresc_fruita_gelat,França,10.13,['totes'],"['hivern', 'tardor']","['mantega', 'sucre', 'ou', 'farina', 'llevat químic', 'canyella', 'nou moscada', 'poma', 'nata muntada']","['mantega', 'sucre', 'ou', 'farina', 'llevat químic', 'canyella', 'nou moscada', 'poma', 'nata muntada']"
Pastís de poma amb compota,informal,tebi,mitjana,mitjana,postres,pastisseria,Regne Unit,6.78,['totes'],"['hivern', 'tardor']","['mantega', 'sucre', 'raïm sec', 'farina', 'espècies', 'ametlles', 'llevat químic', 'compota de poma']","['mantega', 'sucre', 'raïm sec', 'farina', 'espècies', 'ametlles', 'llevat químic', 'compota de poma']"
Pastís de poma amb crosta,formal,tebi,alta,gran,postres,fresc_fruita_gelat,Regne Unit,10.35,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']",['poma'],['poma']
